English words/sentences,French words/sentences
You'd better do what they say.,Tu ferais mieux de faire ce qu'ils disent.
You'd better go there on foot.,Tu ferais mieux d'y aller à pied.
You'd better not eat too much.,Vous feriez mieux de ne pas manger trop.
You'd better not go out today.,Tu ferais mieux de ne pas sortir aujourd'hui.
You'd better not go out today.,Vous feriez mieux de ne pas sortir aujourd'hui.
You'd make a good grandfather.,Tu ferais un bon grand-père.
You'd make a good grandfather.,Vous feriez un bon grand-père.
You'll always be welcome here.,Tu seras toujours bienvenu ici.
You'll get used to it one day.,Tu t'y habitueras un jour.
You'll get used to it one day.,Vous vous y habituerez un jour.
You'll have to cook more food.,Tu devras cuire davantage de nourriture.
You'll understand it later on.,Tu le comprendras plus tard.
You'll understand it later on.,Vous le comprendrez plus tard.
You're a bit taller than I am.,Tu es un peu plus grand que moi.
You're a bit taller than I am.,Tu es un peu plus grande que moi.
You're a bit taller than I am.,Vous êtes un peu plus grand que moi.
You're a bit taller than I am.,Vous êtes un peu plus grande que moi.
You're a very generous person.,Vous êtes une personne très généreuse.
You're a very generous person.,Tu es une personne très généreuse.
You're a victim of the system.,Vous êtes une victime du système.
You're an irresponsible idiot.,Vous êtes un idiot irresponsable.
You're an irresponsible idiot.,Tu es un idiot irresponsable.
You're an irresponsible idiot.,Tu es une idiote irresponsable.
You're an irresponsible idiot.,Vous êtes une idiote irresponsable.
"You're busy today, aren't you?","Vous êtes occupé aujourd'hui, n'est-ce pas ?"
You're contradicting yourself.,Tu te contredis.
You're contradicting yourself.,Vous vous contredisez.
You're doing an excellent job.,Tu fais un boulot excellent.
You're doing an excellent job.,Vous faites un excellent travail.
You're going to be late again.,Tu vas encore être en retard.
You're going to be late again.,Vous allez encore être en retard.
You're going to have to leave.,Tu vas devoir y aller.
You're going to love our food.,Vous allez adorer nos plats.
You're going to love our food.,Tu vas adorer notre nourriture.
"You're home early, aren't you?","Tu es tôt à la maison, non ?"
You're just a little homesick.,Tu as juste un peu le mal du pays.
"You're messing with me, right?","Tu es en train de me chercher, n'est-ce pas ?"
"You're messing with me, right?","Vous êtes en train de me chercher, n'est-ce pas ?"
You're never too old to learn.,Mieux vaut tard que jamais.
You're never too old to learn.,Personne n'est trop vieux pour apprendre.
You're never too old to learn.,On n'est jamais trop vieux pour apprendre.
You're never too old to learn.,On est jamais trop vieux pour apprendre.
You're never too old to learn.,Tu n'es pas trop vieux pour apprendre.
You're not aiming high enough.,Tu ne vises pas assez haut.
You're not aiming high enough.,Vous ne visez pas assez haut.
"You're not from here, are you?","Vous n'êtes pas d'ici, n'est-ce pas ?"
"You're not from here, are you?","Tu n'es pas du coin, n'est-ce pas ?"
"You're not listening, are you?","Tu n'écoutes pas, hein ?"
"You're not listening, are you?","Vous n'écoutez pas, n'est-ce pas ?"
"You're not one of us, are you?","Vous n'êtes pas des nôtres, si ?"
"You're not one of us, are you?","Tu n'es pas des nôtres, si ?"
"You're not ready yet, are you?","Tu n'es pas encore prête, n'est-ce pas ?"
"You're not ready yet, are you?","Tu n'es pas encore prêt, n'est-ce pas ?"
"You're not ready yet, are you?","Vous n'êtes pas encore prête, n'est-ce pas ?"
"You're not ready yet, are you?","Vous n'êtes pas encore prêtes, n'est-ce pas ?"
"You're not ready yet, are you?","Vous n'êtes pas encore prêt, n'est-ce pas ?"
"You're not ready yet, are you?","Vous n'êtes pas encore prêts, n'est-ce pas ?"
"You're not satisfied, are you?","Tu n'es pas content, si ?"
"You're not satisfied, are you?","Vous n'êtes pas satisfait, si ?"
You're off the hook this time.,Tu es tiré d'affaire cette fois.
You're one of my best friends.,Tu es un de mes meilleurs amis.
You're one of my best friends.,Vous êtes un de mes meilleurs amis.
You're one of my best friends.,Tu es une de mes meilleures amies.
You're one of my best friends.,Vous êtes une de mes meilleures amies.
You're our guest for the week.,Tu es notre invité pour la semaine.
You're our guest for the week.,Tu es notre invitée pour la semaine.
You're preaching to the choir.,Tu prêches des convaincus.
You're preaching to the choir.,Vous prêchez des convaincus.
You're preaching to the choir.,Tu prêches un convaincu.
You're preaching to the choir.,Tu prêches une convaincue.
You're preaching to the choir.,Tu prêches des convaincues.
You're preaching to the choir.,Vous prêchez des convaincues.
You're preaching to the choir.,Vous prêchez une convaincue.
You're preaching to the choir.,Vous prêchez un convaincu.
You're respected by everybody.,Vous êtes respecté de tous.
You're running out of options.,Vous êtes à court d'options.
You're running out of options.,Tu es à court d'options.
You're supposed to be resting.,Tu es censé te reposer.
"You're sure about this, right?","Vous êtes sûrs de ceci, n'est-ce pas ?"
"You're sure about this, right?","Vous êtes sûr de ceci, n'est-ce pas ?"
"You're sure about this, right?","Vous êtes sûres de ceci, n'est-ce pas ?"
"You're sure about this, right?","Vous êtes sûre de ceci, n'est-ce pas ?"
"You're sure about this, right?","Tu es sûr de ça, n'est-ce pas ?"
"You're sure about this, right?","Tu es sûre de ça, n'est-ce pas ?"
You're the best singer I know.,Tu es la meilleure chanteuse que je connaisse.
You're the best singer I know.,Vous êtes la meilleure chanteuse que je connaisse.
You're the best singer I know.,Tu es le meilleur chanteur que je connaisse.
You're the best singer I know.,Vous êtes le meilleur chanteur que je connaisse.
You're the one who trained me.,C'est vous qui m'avez entraîné.
You're the one who trained me.,C'est vous qui m'avez formé.
You're the one who trained me.,C'est toi qui m'as entraîné.
You're the one who trained me.,C'est toi qui m'as formé.
You're the one who trained me.,C'est toi qui m'as entraînée.
You're the one who trained me.,C'est toi qui m'as formée.
You're the one who trained me.,C'est vous qui m'avez formée.
You're the one who trained me.,C'est vous qui m'avez entraînée.
You're the one who trained me.,Vous êtes celui qui m'a entraîné.
You're the one who trained me.,Vous êtes celle qui m'a entraîné.
You're the one who trained me.,Vous êtes celui qui m'a entraînée.
You're the one who trained me.,Vous êtes celle qui m'a entraînée.
You're the one who trained me.,Vous êtes celle qui m'a formé.
You're the one who trained me.,Vous êtes celle qui m'a formée.
You're the one who trained me.,Vous êtes celui qui m'a formé.
You're the one who trained me.,Vous êtes celui qui m'a formée.
You're the one who trained me.,Tu es celui qui m'a formé.
You're the one who trained me.,Tu es celui qui m'a formée.
You're the one who trained me.,Tu es celle qui m'a formé.
You're the one who trained me.,Tu es celle qui m'a formée.
You're the one who trained me.,Tu es celle qui m'a entraîné.
You're the one who trained me.,Tu es celle qui m'a entraînée.
You're the one who trained me.,Tu es celui qui m'a entraîné.
You're the one who trained me.,Tu es celui qui m'a entraînée.
You're the only friend I have.,Tu es la seule amie que j'aie.
You're the only friend I have.,Tu es le seul ami que j'aie.
You're the same age as my son.,Tu as le même âge que mon fils.
You're the same age as my son.,Vous avez le même âge que mon fils.
You've already explained that.,Tu as déjà expliqué ça.
You've already explained that.,Vous avez déjà expliqué cela.
"You've been busy, haven't you?","Vous avez été occupé, non ?"
"You've been busy, haven't you?","Vous avez été occupés, non ?"
"You've been busy, haven't you?","Vous avez été occupées, non ?"
"You've been busy, haven't you?","Vous avez été occupée, non ?"
You've gone too far this time.,"Tu es allé trop loin, cette fois."
You've gone too far this time.,"Tu es allée trop loin, cette fois."
You've gone too far this time.,"Vous êtes allé trop loin, cette fois."
You've gone too far this time.,"Vous êtes allée trop loin, cette fois."
You've gone too far this time.,"Vous êtes allés trop loin, cette fois."
You've gone too far this time.,"Vous êtes allées trop loin, cette fois."
You've got a big day tomorrow.,Tu as une journée chargée demain.
"You've got your permit, right?","Vous disposez de votre permis, n'est-ce pas ?"
"You've got your permit, right?","Tu disposes de ton permis, n'est-ce pas ?"
You've just got to try harder.,Tu dois juste essayer de faire plus d'efforts.
You've often said so yourself.,Vous l'avez souvent dit vous-même.
You've often said so yourself.,Tu l'as souvent dit toi-même.
You've really helped me a lot.,Tu m'as vraiment beaucoup aidé.
You've taught us a great deal.,Vous nous avez beaucoup enseigné.
You've taught us a great deal.,Tu nous as beaucoup enseigné.
Your French is getting better.,Ton français s'améliore.
Your answer differs from mine.,Ta réponse diffère de la mienne.
Your answer differs from mine.,Votre réponse diffère de la mienne.
Your approval is not required.,Ton approbation n'est pas requise.
Your approval is not required.,Votre approbation n'est pas requise.
Your behavior was disgraceful.,Votre comportement a été honteux.
Your behavior was disgraceful.,Ton comportement a été honteux.
Your behavior was inexcusable.,Ton comportement était inexcusable.
Your bike is better than mine.,Votre vélo est meilleur que le mien.
Your bike is better than mine.,Ton vélo est meilleur que le mien.
Your birthday is drawing near.,Ton anniversaire se rapproche.
Your demands are unreasonable.,Vos exigences sont déraisonnables.
Your demands are unreasonable.,Tes exigences sont déraisonnables.
Your guess is as good as mine.,Ton intuition vaut la mienne.
Your guess is as good as mine.,Ton impression vaut la mienne.
Your house is nicer than mine.,Ta maison est plus belle que la mienne.
Your house is nicer than mine.,Votre maison est plus belle que la mienne.
Your new dress is very pretty.,Ta nouvelle robe est très jolie.
Your objection has been noted.,Votre objection a été notée.
Your parents ought to know it.,Tes parents le savent forcément.
Your story is hard to believe.,Ton histoire est difficile à croire.
Your story is hard to believe.,Votre histoire est difficile à croire.
Your team is better than ours.,Votre équipe est meilleure que la nôtre.
Your team is better than ours.,Ton équipe est meilleure que la nôtre.
"Your telephone's ringing, Tom.","Ton téléphone sonne, Tom."
"Your telephone's ringing, Tom.","Votre téléphone sonne, Tom."
You’ll see that I’m right.,Tu verras bientôt que j'ai raison.
What time is it? he wondered.,Quelle heure est-il ? se demanda-t-il.
"Yes, I was, said the student.","Si, j'y étais, répondit cet étudiant."
A bad habit is easily acquired.,Il est facile de prendre de mauvaises habitudes.
A bad smell permeated the room.,Une mauvaise odeur infestait la pièce.
A bow is no use without arrows.,Un arc est inutile sans flèches.
A burglar broke into his house.,Un cambrioleur s’est introduit dans sa maison.
A car drew up at the main gate.,Une voiture se présenta à la porte principale.
A catastrophe has been averted.,Une catastrophe a été évitée.
A century is one hundred years.,Un siècle fait cent années.
A cold front swept over Europe.,Une vague de froid attaqua l'Europe.
A dairy cow is a useful animal.,La vache laitière est un animal utile.
A dance will be held on Friday.,On dansera ce vendredi.
A dead leaf fell to the ground.,Une feuille morte tomba au sol.
A dog followed me to my school.,Un chien m'a suivi jusqu'à l'école.
A dog followed me to my school.,Un chien m'a suivie jusqu'à l'école.
A fallen tree blocked the path.,Un arbre abattu bloquait le chemin.
A fire broke out near my house.,Un feu est apparu près de chez moi.
A fish leaped out of the water.,Un poisson bondit hors de l'eau.
A fish leaped out of the water.,Un poisson a sauté hors de l'eau.
A great future lies before her.,Un grand avenir l'attend.
A lot still remains to be done.,Beaucoup reste encore à faire.
A man called on you last night.,Un homme est venu te voir la nuit dernière.
A man called on you last night.,Un homme est venu te rendre visite la nuit dernière.
A man came to see me yesterday.,Un homme est venu me voir hier.
A map helps us study geography.,Une carte nous aide à étudier la géographie.
A new dress was bought for her.,On lui a acheté une nouvelle robe.
A pine cone fell on Tom's head.,Une pomme de pin est tombée sur la tête de Tom.
A pretty waitress waited on us.,Une jolie serveuse s'occupa de nous.
A red dress made her stand out.,Une robe rouge l'a distinguée.
A strange feeling came over me.,Une sensation étrange m'envahissait.
A stranger phoned me yesterday.,Un étranger m'a appelé hier.
A thick fog delayed our flight.,Un épais brouillard a retardé notre vol.
A typhoon is approaching Japan.,Un typhon s'approche du Japon.
Admission is free for children.,L'entrée est gratuite pour les enfants.
"After we ate, we went to sleep.","Après manger, nous sommes allés dormir."
All Tom does nowadays is study.,"De nos jours, Tom ne fait plus qu'étudier."
All good things come to an end.,Toutes les bonnes choses ont une fin.
All of them were wearing black.,Tous portaient du noir.
"All of you speak French, right?","Vous parlez tous français, n'est-ce pas ?"
All our members are volunteers.,Tous nos membres sont volontaires.
All the parking lots were full.,Toutes les places du parking étaient occupées.
All the players did their best.,Tous les joueurs ont fait de leur mieux.
All the stones have been moved.,Toutes les pierres ont été bougées.
All the students study English.,Tous les étudiants étudient l'anglais.
All their efforts were in vain.,Tous leurs efforts furent vains.
All their efforts were in vain.,Tous leurs efforts étaient vains.
All you care about is yourself.,"Tout ce qui t'intéresse, c'est toi."
All you care about is yourself.,"Tout ce qui compte pour vous, c'est vous-même."
All you care about is yourself.,"Tout ce qui compte pour toi, c'est toi-même."
All you do is criticize others.,"Tout ce que tu fais, c'est critiquer les autres."
All you do is criticize others.,"Tout ce que vous faites, c'est critiquer les autres."
An elephant is a strong animal.,Un éléphant est un animal puissant.
An ice pack will numb the pain.,Un sac de glace engourdira la douleur.
An ugly man knocked on my door.,Un homme laid frappa à ma porte.
"Another bottle of wine, please.","Une autre bouteille de vin, je vous prie !"
Any input would be appreciated!,Tout apport serait bienvenu !
Anybody can solve that problem.,Tout le monde peut résoudre un tel problème.
Anyone can use this dictionary.,Tout le monde peut utiliser ce dictionnaire.
"Apparently, that's not correct.","Apparemment, ce n'est pas exact."
Applications are due by Monday.,Les candidatures sont dues pour lundi.
Are the Giants playing tonight?,Est-ce que les Giants jouent ce soir ?
Are you a leader or a follower?,Es-ce que tu es un meneur ou un suiveur ?
Are you able to understand Tom?,Peux-tu comprendre Tom ?
Are you able to understand Tom?,Pouvez-vous comprendre Tom ?
Are you afraid of getting hurt?,As-tu peur d'être blessée ?
Are you afraid of getting hurt?,As-tu peur d'être blessé ?
Are you and Tom still together?,Est-ce que toi et Tom êtes encore ensemble ?
Are you attempting to bribe me?,Essayez-vous de me soudoyer ?
Are you attempting to bribe me?,Es-tu en train d'essayer de me soudoyer ?
Are you doing anything special?,Fais-tu quelque chose de spécial ?
Are you for or against my plan?,Es-tu pour ou contre mon projet ?
Are you for or against the war?,Es-tu pour ou contre la guerre ?
Are you going away this summer?,Tu pars cet été ?
Are you going away this summer?,Vous partez cet été ?
Are you going to come visit me?,Viendras-tu me rendre visite ?
Are you happy with the service?,Êtes-vous satisfait du service?
Are you happy with your weight?,Es-tu satisfait de ton poids ?
Are you happy with your weight?,Êtes-vous satisfait de votre poids ?
Are you happy with your weight?,Es-tu satisfaite de ton poids ?
Are you happy with your weight?,Êtes-vous satisfaite de votre poids ?
Are you interested in politics?,Vous intéressez-vous à la politique ?
Are you listening to me at all?,M'écoutes-tu le moins du monde ?
Are you listening to the radio?,Écoutes-tu la radio ?
Are you listening to the radio?,Écoutez-vous la radio ?
Are you prepared for the worst?,Es-tu prêt pour le pire ?
Are you questioning my loyalty?,Mets-tu en doute ma fidélité ?
Are you questioning my loyalty?,Mettez-vous en doute ma loyauté ?
Are you quite certain about it?,En êtes-vous tout à fait certain ?
Are you quite certain about it?,En êtes-vous tout à fait certaine ?
Are you quite certain about it?,En es-tu tout à fait certain ?
Are you quite certain about it?,En es-tu tout à fait certaine ?
Are you ready for today's game?,Es-tu prête pour le match d'aujourd'hui ?
Are you ready for today's game?,Es-tu prêt pour le match d'aujourd'hui ?
Are you ready for today's game?,Êtes-vous prêts pour le match d'aujourd'hui ?
Are you ready for today's game?,Êtes-vous prêt pour la partie d'aujourd'hui ?
Are you ready for today's game?,Êtes-vous prête pour la partie d'aujourd'hui ?
Are you ready for today's game?,Êtes-vous prêtes pour le match d'aujourd'hui ?
Are you saying that I'm a liar?,Dis-tu que je suis un menteur ?
Are you saying that I'm a liar?,Dis-tu que je suis une menteuse ?
Are you saying that I'm a liar?,Dites-vous que je suis un menteur ?
Are you saying that I'm a liar?,Dites-vous que je suis une menteuse ?
Are you saying that's not true?,Es-tu en train de dire que ce n'est pas vrai ?
Are you sure you have to leave?,Es-tu sûr de devoir partir ?
Are you sure you have to leave?,Êtes-vous certaine que vous devez partir ?
Are you sure you have to leave?,Êtes-vous certains de devoir partir ?
Are you sure you have to leave?,Es-tu certaine que tu dois partir ?
Are you the one who wrote this?,Êtes-vous l'auteur de ceci ?
Are you through with the paper?,En as-tu fini avec le papier ?
Are you through with the paper?,En avez-vous fini avec le papier ?
Are you through with the paper?,As-tu fini avec le papier ?
Are you through with the paper?,Avez-vous fini avec le papier ?
Are you through with your work?,Ton boulot est fini ?
Are you through with your work?,Ton travail est-il terminé ?
Are you trying to grow a beard?,Vous vous faites pousser la barbe?
Are you two going out together?,Sortez-vous tous deux ensemble ?
Are you two going out together?,Sortez-vous toutes deux ensemble ?
Are you willing to make a deal?,Es-tu décidé à faire affaire ?
Are you willing to make a deal?,Es-tu décidée à faire affaire ?
Are you willing to make a deal?,Êtes-vous décidé à faire affaire ?
Are you willing to make a deal?,Êtes-vous décidés à faire affaire ?
Are you willing to make a deal?,Êtes-vous décidées à faire affaire ?
Are you willing to make a deal?,Êtes-vous décidée à faire affaire ?
Aren't you ashamed of yourself?,N'as-tu pas honte de toi ?
Aren't you ashamed of yourself?,N'avez-vous pas honte de vous ?
Aren't you sick of eating here?,N'en as-tu pas assez de manger ici ?
Aren't you sick of eating here?,N'en avez-vous pas assez de manger ici ?
Aren't you surprised to see me?,N'es-tu pas surpris de me voir ?
Aren't you surprised to see me?,N'êtes-vous pas surpris de me voir ?
Aren't you surprised to see me?,N'es-tu pas surprise de me voir ?
Aren't you surprised to see me?,N'êtes-vous pas surprise de me voir ?
"As far as I know, he is honest.","Pour autant que je sache, il est honnête."
Ask Tom what we should do next.,Demande à Tom ce que nous devrions faire ensuite.
Ask Tom what we should do next.,Demandez à Tom ce que nous devrions faire ensuite.
Ask her when he will come back.,Demandez-lui quand il reviendra.
Ask your doctor what he thinks.,Demande à ton docteur ce qu'il en pense.
Ask your doctor what he thinks.,Demandez à votre médecin ce qu'il en pense.
"At first, I didn't believe you.","Au début, je ne vous croyais pas."
"At first, I didn't believe you.","Au début, je ne t'ai pas cru."
"At last, he realized his error.","Finalement, il a réalisé son erreur."
"At last, he solved the problem.",Il a fini par résoudre le problème.
"At last, he solved the problem.",Il a enfin résolu le problème.
"At last, he solved the problem.",Il résolut finalement le problème.
"At last, my wish has come true.",Enfin mon souhait s'est réalisé.
"At last, they met face to face.",Ils se rencontrèrent enfin face à face.
"At last, we reached the summit.","Enfin, nous atteignîmes le sommet."
Automobiles replaced carriages.,Les voitures ont remplacé les charrettes.
Avocados are rich in vitamin E.,Les avocats sont riches en vitamine E.
Be careful crossing the street.,Fais attention lorsque tu traverses la rue.
Be careful crossing the street.,Fais attention en traversant la rue.
Be careful not to catch a cold.,Fais attention de ne pas attraper froid.
Be careful not to cut yourself.,Fais attention à ne pas te couper.
Be careful with what you drink.,Fais attention à ce que tu bois.
Beautiful stained glass is art.,Les beaux vitraux sont de l'art.
Bee stings can be very painful.,Les piqures d'abeilles peuvent être très douloureuses.
Beer bottles are made of glass.,Les bouteilles de bières sont faites en verre.
Bees fly from flower to flower.,Les abeilles volent de fleur en fleur.
Beethoven was a great composer.,Beethoven était un grand compositeur.
Beethoven was a great musician.,Beethoven était un grand musicien.
Birds learn to fly by instinct.,Les oiseaux apprennent à voler instinctivement.
Blood poured from the cut vein.,Le sang s'écoulait de la veine sectionnée.
Both Tom and Mary are teachers.,Tom et Marie sont tous deux des enseignants.
Both alternatives are possible.,Les deux alternatives sont envisageables.
Both of my sisters are married.,Mes deux sœurs sont mariées.
Bring it back when you're done.,Ramène-le quand tu as fini.
Bring it back when you're done.,Ramenez-le lorsque vous avez fini.
Bring it back when you're done.,Rapporte-le quand tu as fini.
Bring it back when you're done.,Rapportez-le quand vous avez fini.
Bring it back when you're done.,Rapporte-le lorsque tu as fini.
Bring it back when you're done.,Ramène-le lorsque tu as fini.
Bring it back when you're done.,Rapportez-le lorsque vous avez fini.
"Bring me today's paper, please.","Apporte-moi, s'il te plait, le journal d'aujourd'hui."
"Bring me today's paper, please.","Apporte-moi, s'il te plait, le journal du jour."
"Bring me today's paper, please.","Apporte-moi, je te prie, le journal du jour."
"Bring me today's paper, please.","Apportez-moi le journal du jour, je vous prie."
"Bring me today's paper, please.","Apportez-moi le journal d'aujourd'hui, s'il vous plaît."
"Bring me today's paper, please.","Apportez-moi le journal du jour, s'il vous plaît."
Business is so slow these days.,"Ces temps-ci, les affaires ne sont pas bonnes."
"By the way, where are you from?","Au fait, d'où es-tu ?"
"By the way, where are you from?","D'ailleurs, d'où êtes-vous ?"
Call me if you need assistance.,Appelle-moi si tu as besoin d'aide.
Can I ask you a quick question?,Puis-je te poser une question rapide ?
Can I ask you a quick question?,Puis-je vous poser une question rapide ?
Can I be of any service to you?,Puis-je vous être utile à quoi que ce soit ?
Can I give you a bit of advice?,Puis-je te donner un petit conseil ?
Can I give you a bit of advice?,Puis-je vous donner un petit conseil ?
"Can I have the key now, please?",Puis-je avoir la clé maintenant ?
Can I see you a second outside?,Puis-je vous voir dehors une seconde ?
Can I see you a second outside?,Est-ce que je peux te voir dehors une seconde ?
Can I talk to you for a minute?,Puis-je te parler une minute ?
Can I talk to you for a minute?,Puis-je vous parler une minute ?
Can I talk to you for a minute?,Je peux te parler une minute ?
Can I talk to you for a moment?,Puis-je te parler un moment ?
Can I talk to you for a moment?,Puis-je vous parler un moment ?
Can I talk to you for a second?,Puis-je te parler une seconde ?
Can I talk to you for a second?,Puis-je vous parler une seconde ?
Can I use my medical insurance?,Puis-je faire jouer mon assurance maladie ?
Can I use your phone for a sec?,Est-ce que je peux utiliser ton téléphone une seconde ?
Can I use your phone for a sec?,Puis-je utiliser votre téléphone une seconde ?
Can I use your phone for a sec?,Puis-je utiliser votre téléphone un instant ?
Can anyone pronounce this word?,Quiconque sait-il prononcer ce mot ?
Can we do it on Monday instead?,Pouvons-nous plutôt le faire lundi ?
Can we not talk about that now?,Pouvons-nous ne pas parler de cela maintenant ?
Can we not talk about this now?,Pouvons-nous ne pas parler de ceci maintenant ?
Can we quit talking about this?,Pouvons-nous arrêter de parler de ça ?
"Can you break a 1,000 yen bill?",Pouvez-vous me faire de la monnaie sur un billet de mille yens ?
Can you buy one for me as well?,Peux-tu m'en acheter un pour moi aussi ?
Can you cash this check for me?,Pouvez-vous encaisser ce chèque pour moi ?
Can you come on Sunday evening?,Peux-tu venir dimanche soir ?
Can you deliver it to my house?,Pouvez-vous le livrer chez moi ?
Can you do this somewhere else?,Pouvez-vous faire ça autre part ?
Can you do this somewhere else?,Est-ce que tu peux faire ça autre part ?
Can you excuse me for a minute?,Vous pouvez m'excuser une minute ?
"Can you gift-wrap this, please?","Pouvez-vous faire un emballage cadeau pour ceci, je vous prie ?"
Can you give me a better price?,Pouvez-vous me faire un meilleur prix ?
Can you give me another pillow?,Peux-tu me donner un autre oreiller ?
Can you give me another pillow?,Pouvez-vous me donner un autre oreiller ?
Can you help me make a snowman?,Tu peux m’aider à faire un bonhomme de neige ?
Can you help me paint my house?,Peux-tu m'aider à peindre ma maison ?
Can you help me paint my house?,Pouvez-vous m'aider à peindre ma maison ?
Can you help me translate this?,Peux-tu m'aider à traduire ceci ?
Can you help me translate this?,Pouvez-vous m'aider à traduire ceci ?
Can you lend me a little money?,Pouvez-vous me prêter un peu d'argent?
Can you please write that down?,"Peux-tu écrire cela, s'il te plaît ?"
Can you please write that down?,"Pouvez-vous écrire cela, s'il te plaît ?"
Can you prove Tom didn't do it?,Peux-tu prouver que Tom ne l'a pas fait ?
Can you provide a few examples?,Peux-tu donner quelques exemples ?
Can you show me how this works?,Pouvez-vous me montrer comment ceci fonctionne ?
Can you show me how this works?,Peux-tu me montrer comment ceci fonctionne ?
Can you show me how to do this?,Peux-tu me montrer comment faire ça ?
Can you show me how to do this?,Peux-tu me montrer comment le faire ?
Can you show me how to do this?,Pouvez-vous me montrer comment faire ça ?
Can you show me how to do this?,Pouvez-vous me montrer comment le faire ?
Can you show us how to do that?,Pouvez-vous nous montrer comment ça marche?
Can you speak another language?,Parles-tu encore une autre langue ?
Can you swim as fast as he can?,Sais-tu nager aussi vite que lui ?
Can you swim as fast as he can?,Savez-vous nager aussi vite que lui ?
Can you tell barley from wheat?,Reconnaissez-vous l'orge du blé?
Can you tell wheat from barley?,Es-tu capable de distinguer le blé de l'orge ?
Can you think of anything else?,Pouvez-vous penser à quoi que ce soit d'autre ?
Can you think of anything else?,Peux-tu penser à quoi que ce soit d'autre ?
Can't we talk about this later?,Ne pouvons-nous pas en parler plus tard ?
Can't you discount it a little?,Ne pouvez-vous pas y appliquer une petite remise ?
Can't you guess what I'm doing?,Tu ne devines pas ce que je fais ?
Can't you stay a little longer?,Tu ne peux pas rester un peu plus longtemps ?
Can't you stay a little longer?,Ne pouvez-vous pas rester un peu plus longtemps ?
Check out what I've been up to.,Regardez ce que j'ai concocté !
Check out what I've been up to.,Regarde ce que j'ai concocté !
Children should not be spoiled.,Les enfants ne devraient pas être gâtés.
Children should not be spoiled.,Les enfants ne devraient pas être pourris.
Children should obey authority.,Les enfants devraient obéir à l'autorité.
Christmas Day is December 25th.,Noël est le 25 décembre.
Christmas is a special holiday.,Noël est un jour férié à part.
Come along with us if you like.,Accompagne-nous si tu veux.
Come down here and eat with us.,Descends ici et viens manger avec nous !
Come down here and eat with us.,Descendez ici et venez manger avec nous !
Come here by ten at the latest.,Sois ici à dix heures au plus tard.
Come inside. It's cold outside.,Rentre à l'intérieur. Il fait froid dehors.
Come on! I can't wait any more.,Allez ! Je n'en peux plus d'attendre.
Compare your answer with Tom's.,Compare ta réponse avec celle de Tom.
Cookie's mother died of cancer.,La mère de Cookie mourut d'un cancer.
Could I talk to you in private?,Pourrais-je vous parler en privé ?
Could I talk to you in private?,Pourrais-je te parler en privé ?
Could we go somewhere and talk?,Pourrions-nous aller quelque part et discuter ?
Could you charge it to my room?,Pourriez-vous le mettre sur ma chambre ?
Could you help me out a little?,Pourrais-tu m'aider un peu ?
Could you help me out a little?,Pourriez-vous m'aider un peu ?
Could you help us after school?,Pourriez-vous nous aider après l'école ?
Could you move the chair a bit?,Pourrais-tu bouger un peu la chaise ?
Could you move the chair a bit?,Pourriez-vous bouger un peu la chaise ?
Could you open this jar for me?,Peux-tu ouvrir ce pot pour moi ?
Could you show me that necktie?,Pourriez-vous me montrer cette cravate ?
Could you take a picture of us?,Pourriez-vous nous prendre en photo ?
Could you take a picture of us?,Pourrais-tu prendre une photo de nous ?
Could you talk a little slower?,Pourriez-vous parler un peu plus lentement ?
Could you talk a little slower?,Pourrais-tu parler un peu plus lentement ?
Could you tell me who did this?,Pourriez-vous me dire qui a fait ça ?
Could you tell me who did this?,Pourrais-tu me dire qui a fait ça ?
Could you tie it with a ribbon?,Pourrais-tu l'attacher avec un ruban ?
Could you turn down the volume?,Est-ce que tu pourrais baisser le volume ?
Could you turn down the volume?,Pourriez-vous baisser le volume ?
Could you turn the volume down?,Pourriez-vous baisser le son ?
Could you turn the volume down?,Est-ce que tu pourrais baisser le volume ?
Could you turn the volume down?,Pourriez-vous baisser le volume ?
Count the apples in the basket.,Compte les pommes dans le panier.
Dark clouds are a sign of rain.,Les nuages sombres sont signe de pluie.
Deposit your money in the bank.,Dépose ton argent à la banque.
Did I give you that impression?,Vous ai-je donné cette impression ?
Did I give you that impression?,T'ai-je donné cette impression ?
Did I understand you correctly?,Est-ce que je t'ai bien compris ?
Did Tom look like he was happy?,Est-ce que Tom avait l'air heureux ?
Did Tom skip class again today?,Tom a encore séché les cours aujourd'hui ?
Did Tom talk to you about Mary?,Est-ce que Tom t'a parlé de Mary ?
Did Tom talk to you about Mary?,Tom vous-a-il parlé de Mary ?
Did Tom tell you the good news?,Tom vous a-t-il annoncé la bonne nouvelle ?
Did Tom tell you the good news?,Est-ce que Tom t'a dit la bonne nouvelle ?
Did Tom tell you where to park?,Tom t'a-t-il dit où se garer ?
Did the storm cause any damage?,Est-ce que la tempête a causé des dégâts ?
Did we make the wrong decision?,Avons-nous pris la mauvaise décision ?
Did you acknowledge his letter?,Avez-vous reconnu sa lettre ?
Did you encounter any problems?,As-tu eu des problèmes?
Did you see anyone at the mall?,Tu as vu qui que ce soit au centre commercial ?
Did you study French yesterday?,As-tu étudié le français hier ?
Did you study French yesterday?,Avez-vous étudié le français hier ?
Did you understand any of that?,En avez-vous compris quoi que ce soit ?
Did you understand any of that?,En as-tu compris quoi que ce soit ?
